id,title,id_cate,categorySlug,gender,image1,price,slug,colors,size,descriptions,sale,active,image2
5uLXAwsbzK,Đầm Thun Slimme Tay Cánh Dơi Diễu Eo Form A Line,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f24drew005-cherry-mahogany-1-dam-nu-jpg-vy79-webp-hgkx.webp,513000,dam-tay-coc-xep-ly-trang-tri-form-a-line-005,brown,"XS,S,M,L","Mẫu đầm tay cộc xếp ly trang trí form a line là món đồ thời trang được rất nhiều bạn trẻ yêu thích trong thời gian gần đây. Với thiết kế hiện đại, đa dạng kiểu dáng và tone màu đặc trưng, sản phẩm giúp người mặc tạo nên nhiều phong cách mới lạ.",0,1,https://media.routine.vn/1200x1500/prod/variant/10f24drew005-cherry-mahogany-1-dam-nu-jpg-vy79-webp-hgkx.webp
sds1Sil85k,Quần Denim Nam Xanh Đậm Form Straight Cropped,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/variant/10s25dpa026-d-indigo-1-jpg-ja2h.webp,490000,quan-denim-nam-xanh-dam-form-straight-cropped-026,blue,"S,M,L,XL","Quần denim nam xanh đậm form straight cropped mang phong cách trẻ trung, hiện đại với thiết kế ống đứng lửng trên mắt cá. Tông màu xanh đậm dễ mặc, tạo cảm giác gọn gàng và nam tính, thích hợp để mặc cả đi làm, đi học hay dạo phố.",32,1,https://media.routine.vn/1200x1500/prod/variant/10s25dpa026-d-indigo-1-jpg-ja2h.webp
KKQYWQG5IK,Quần Denim Nam Dài Form Cocoon Rộng Rãi,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25dpa015-d-navy-1-jpg-u695.webp,569000,quan-denim-nam-nhan-vai-chinh-cocoon-015,blue,"S,M,L,XL","Quần denim nam dài form cocoon mang đến phong cách trẻ trung và hiện đại, phù hợp với nhiều hoàn cảnh từ đi làm, dạo phố đến các buổi hẹn cùng bạn bè. Thiết kế đơn giản nhưng tinh tế, dễ dàng kết hợp với nhiều kiểu áo khác nhau.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25dpa015-d-navy-1-jpg-u695.webp
xtXNEcDUyB,Quần Denim Nam Dài Nhãn Vải Straight,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25dpa008-m-indigo-1-jpg-d12w.webp,589000,quan-denim-nam-nhan-vai-chinh-straight-008,blue,"S,M,L,XL","Mẫu quần denim nam đính nhãn vải mang phong cách trẻ trung và năng động, là lựa chọn hoàn hảo cho những ai yêu thích sự đơn giản nhưng vẫn muốn có điểm nhấn riêng. Thiết kế cơ bản dễ phối cùng nhiều kiểu áo, phù hợp cho cả đi làm lẫn đi chơi.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25dpa008-m-indigo-1-jpg-d12w.webp
jPSUn51UA8,Quần Denim Nam Ống Đứng Nhãn Vải,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25dpa012-m-blue-1-jpg-4urt.webp,569000,quan-denim-nam-nhan-vai-chinh-straight-cropped-012,blue,"S,M,L,XL","Quần denim nam ống đứng nhãn vải form straight cropped mang đến phong cách trẻ trung, năng động nhưng vẫn giữ được nét cổ điển vốn có của denim. Điểm nhấn nhãn vải tinh tế giúp thiết kế trở nên khác biệt, phù hợp cho những ai yêu thích sự tối giản nhưng vẫn muốn tạo dấu ấn riêng. Chiều dài cropped tạo hiệu ứng gọn gàng, dễ dàng phối cùng nhiều kiểu giày khác nhau.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25dpa012-m-blue-1-jpg-4urt.webp
ID5sj4xS6N,Quần Denim Nữ Dáng Rộng Form Cocoon Đường May Dọc,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25dpaw023-white-1-jpg-wk1o.webp,589000,quan-denim-nu-cocoon-023,white,"XS,S,M,L","Quần denim nữ dáng rộng mang phong cách trẻ trung và cá tính, tạo cảm giác thoải mái, năng động khi mặc. Thiết kế đơn giản nhưng hiện đại, dễ dàng kết hợp cùng áo thun, áo sơ mi hoặc crop top để tạo nhiều phong cách khác nhau.",0,1,https://media.routine.vn/1200x1500/prod/variant/10s25dpaw023-white-1-jpg-wk1o.webp
G8boJMvh9F,Quần Denim Nữ Túi Hộp Trước Ống Đứng Form Straight,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f25dpaw041-mindigo-1-jpg-cdgi.webp,589000,10f25dpaw041,blue,"XS,S,M,L","Quần denim nữ túi đắp form straight là item không thể thiếu trong tủ đồ của các cô gái yêu thích phong cách năng động, cá tính và thời thượng. Với thiết kế đơn giản nhưng nổi bật nhờ chi tiết túi đắp ấn tượng, sản phẩm dễ dàng phối hợp cùng nhiều kiểu áo khác nhau để tạo nên những outfit đa dạng, từ trẻ trung thường ngày đến phá cách cá tính.",50,1,https://media.routine.vn/1200x1500/prod/variant/10f25dpaw041-mindigo-1-jpg-cdgi.webp
Y2FQnUsAdI,Quần Jeans Nữ Kẻ Sọc Lưng Liền Ống Rộng Đứng Phom,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25dpaw027-white-blue-1-jpg-d0qf.webp,618000,quan-jeans-nu-soc-relax-027,blue,"S,M,L","Quần jeans nữ form relax họa tiết sọc là item thời trang độc đáo, tạo điểm nhấn mới lạ cho phong cách thường ngày. Với thiết kế rộng rãi và thoải mái, kết hợp cùng họa tiết sọc nổi bật, sản phẩm mang lại vẻ ngoài cá tính và hiện đại cho người mặc.",13,1,https://media.routine.vn/1200x1500/prod/variant/10s25dpaw027-white-blue-1-jpg-d0qf.webp
wBdTuh9qxw,Quần Denim Nữ Xanh Đậm Ống Đứng Form Straight,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/product/10s25dpaw004-d-navy-1-jpg-cmxs.webp,569000,10s25dpaw004,blue,"XS,S,M,L","Quần denim nữ xanh đậm ống đứng mang phong cách basic, dễ mặc và dễ phối đồ. Tông màu xanh đậm thanh lịch kết hợp dáng ống đứng cổ điển giúp tôn dáng và tạo cảm giác gọn gàng.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25dpaw004-d-navy-1-jpg-cmxs.webp
czhSPjYhX2,Quần Denim Nữ Trơn Ống Đứng Form Straight,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/product/10s25dpaw003-white-1-jpg-cdsg.webp,589000,quan-denim-nu-straigh-t003,white,"XS,S,M,L","Quần denim nữ trơn ống đứng là item cơ bản nhưng luôn mang lại sự trẻ trung và dễ mặc. Thiết kế tối giản, không chi tiết thừa, giúp chiếc quần trở thành lựa chọn lý tưởng cho nhiều phong cách khác nhau.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25dpaw003-white-1-jpg-cdsg.webp
2g8MW9CoOh,Quần Jeans Nữ Ống Đứng Thêu Trái Tym Form Straight,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/media/10f24dpaw034-l-indigo-quan-jean-nu-1-jpg-bmih.webp,540000,quan-jeans-nu-straight-cropped-034-r1,blue,"XS,S,M,L","Mẫu quần jeans nữ ống đứng thêu trái tim mang phong cách nữ tính xen lẫn chút cá tính, là item hoàn hảo cho những cô nàng yêu thích sự tinh tế trong từng chi tiết. Thiết kế ống đứng cổ điển giúp tôn dáng tự nhiên, dễ phối với nhiều kiểu áo khác nhau, từ áo sơ mi thanh lịch đến áo thun năng động.",11,1,https://media.routine.vn/1200x1500/prod/media/10f24dpaw034-l-indigo-quan-jean-nu-1-jpg-bmih.webp
RvVc6BlMgB,Quần Jeans Nữ Form Cocoon Đường May Dọc Nổi Bật,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/product/10f24pcaw001r1-white-alyssum-1-jpg-jx49.webp,589000,quan-jeans-nu-cocoon-001r1,white,"XS,S,M,L","Mẫu quần khaki nữ dài form quần cocoon là sản phẩm được thiết kế với nhiều form dáng và kiểu mẫu khác nhau, phù hợp với đa dạng dáng người.",42,1,https://media.routine.vn/1200x1500/prod/product/10f24pcaw001r1-white-alyssum-1-jpg-jx49.webp
fuXQpLEc2T,Quần Kaki Nam Dài Cotton Dáng Ôm Form Slim,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/variant/10s25pca012-white-sand-1-jpg-7edl.webp,589000,quan-khaki-nam-lung-lien-slim-012,white,"S,M,L,XL,XXL","Mẫu quần kaki nam lưng liền form slim là item lý tưởng dành cho phái mạnh theo đuổi phong cách tối giản, hiện đại nhưng vẫn lịch thiệp. Với thiết kế trơn, tinh tế cùng gam màu trung tính dễ phối đồ, chiếc quần phù hợp trong cả môi trường công sở lẫn những buổi gặp gỡ thường ngày.",0,1,https://media.routine.vn/1200x1500/prod/variant/10s25pca012-white-sand-1-jpg-7edl.webp
Bv6YP0Gjvh,Quần Kaki Nam Dài Cotton Spandex Dáng Ôm Form Slim,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25pca015-moon-struck-1-jpg-8q9c.webp,589000,quan-khaki-nam-slim-cropped-015,gray,"S,M,L,XL,XXL","Quần kaki nam dài dáng ôm form slim là lựa chọn hoàn hảo cho những ai yêu thích phong cách thanh lịch nhưng vẫn muốn giữ sự thoải mái khi mặc. Với thiết kế tinh gọn, chiếc quần giúp tôn dáng và mang lại vẻ ngoài chỉn chu, phù hợp cho cả đi làm, đi chơi hay gặp gỡ bạn bè.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25pca015-moon-struck-1-jpg-8q9c.webp
g1y3Qz87Vw,Quần Dài Kaki Nam Cotton Form Slim Dáng Ôm,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/variant/10s25pca001-beige-1-jpg-qvjc.webp,569000,quan-dai-khaki-nam-slim-001,brown,"S,M,L,XL,XXL",Chất liệu Cotton Spandex: Quần được làm từ sự pha trộn tinh tế giữa Cotton và Spandex.,21,1,https://media.routine.vn/1200x1500/prod/variant/10s25pca001-beige-1-jpg-qvjc.webp
7GcLKvXlAb,Quần Dài Kaki Nam Cotton Co Giãn Form Slim Crop,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10f24pca039-tofu-1-jpg-twnj.webp,589000,quan-dai-khaki-nam-vai-dobby-co-gian-slim-cropped-039,white,"S,M,L,XL,XXL","Quần dài kaki nam co giãn form slim crop mang đến vẻ ngoài hiện đại và trẻ trung với thiết kế gọn gàng, chiều dài lửng trên mắt cá. Kiểu dáng linh hoạt, dễ phối cùng áo sơ mi, áo polo hoặc áo thun để tạo nên nhiều phong cách khác nhau từ công sở đến dạo phố.",0,1,https://media.routine.vn/1200x1500/prod/product/10f24pca039-tofu-1-jpg-twnj.webp
jSu4JpAmP7,Quần Dài Kaki Nữ Túi Hộp Lưng Thun Form Loose,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25pcaw010-beige-1-jpg-o6ze.webp,638000,quan-dai-khaki-nu-loose-010,brown,"XS,S,M,L","Quần dài khaki nữ lưng chun túi hộp form loose là thiết kế mang đậm phong cách năng động và cá tính, phù hợp với nhiều hoạt động thường ngày. Với phần túi hộp nổi bật và lưng chun linh hoạt, sản phẩm mang đến sự tiện dụng tối đa mà vẫn đảm bảo yếu tố thời trang.",28,1,https://media.routine.vn/1200x1500/prod/variant/10s25pcaw010-beige-1-jpg-o6ze.webp
YDKcFI7hoM,Quần Short Nam Trơn Thể Thao Form Straight,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25psha001-grey-1-jpg-dxwg.webp,196000,10s25psha001,gray,"S,M,L,XL,XXL","Quần short nam trơn thể thao mang thiết kế đơn giản, năng động, phù hợp cho các hoạt động thường ngày cũng như tập luyện. Với gam màu trơn dễ phối, sản phẩm dễ dàng kết hợp cùng áo thun, áo polo hoặc tanktop để tạo nên phong cách khỏe khoắn, trẻ trung.",13,1,https://media.routine.vn/1200x1500/prod/product/10s25psha001-grey-1-jpg-dxwg.webp
iRhR7Hal0L,Quần Short Nam Cotton Lưng Thun In Chữ Form Relax,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/variant/10s25pks003-moon-beam-1-jpg-enk5.webp,392000,quan-short-nam-in-chu-relax-003,yellow,"S,M,L,XL,XXL","Quần short nam lưng chun form relax là item mang lại sự thoải mái và tiện dụng cho những hoạt động thường ngày. Thiết kế trẻ trung, dễ mặc, phù hợp cho cả dạo phố, đi chơi hay các hoạt động ngoài trời.",0,1,https://media.routine.vn/1200x1500/prod/variant/10s25pks003-moon-beam-1-jpg-enk5.webp
acFR9W2WlH,Quần Short Nam Denim Basic Form Straight,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25dps010-beige-1-jpg-5vxg.webp,441000,quan-short-denim-nam-straight-010,brown,"S,M,L,XL,XXL","Quần short denim nam form straight mang lại vẻ ngoài gọn gàng, năng động với thiết kế cơ bản, dễ ứng dụng trong nhiều hoàn cảnh. Kiểu dáng tối giản nhưng vẫn giữ được sự nam tính, trẻ trung.",45,1,https://media.routine.vn/1200x1500/prod/product/10s25dps010-beige-1-jpg-5vxg.webp
Lj9l7M3LSH,Quần Short Nam Nylon Form Straight,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25psh007-black-quan-short-nam-1-jpg-mv9q.webp,441000,quan-short-nam-straight-07,black,"S,M,L,XL,XXL","Mẫu quần short nam form straight là sản phẩm thời trang cao cấp được Routine chăm chút tỉ mỉ từ thiết kế đến sản xuất, item này là lựa chọn hoàn hảo để đồng hành cùng bạn trong việc chinh phục mọi phong cách thời trang hàng ngày.",18,1,https://media.routine.vn/1200x1500/prod/product/10s25psh007-black-quan-short-nam-1-jpg-mv9q.webp
ukFVTqpzXF,Quần Short Kaki Nam Trơn Form Straight,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25psh001-london-1-jpg-h5mn.webp,520000,quan-short-khaki-nam-straight-01,gray,"S,M,L,XL,XXL","Quần short kaki nam trơn mang phong cách đơn giản, dễ phối đồ, phù hợp nhiều hoàn cảnh từ đi chơi đến dạo phố.",29,1,https://media.routine.vn/1200x1500/prod/product/10s25psh001-london-1-jpg-h5mn.webp
FJqBSU0fvT,Quần Short Nam Vải Gió Túi Khóa Kéo Relax,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25psh050-agate-grey-1-jpg-zdfq.webp,343000,quan-short-nam-vai-gio-tui-khoa-keo-relax-50,gray,"S,M,L,XL,XXL","Quần short nam vải dù túi khóa kéo form relax mang phong cách năng động, tiện dụng cho những hoạt động ngoài trời hoặc tập luyện thể thao. Thiết kế túi khóa kéo giúp cất giữ đồ dùng cá nhân an toàn và gọn gàng.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25psh050-agate-grey-1-jpg-zdfq.webp
4Dm5NSVnED,Quần Short Nam Vải Texture Lưng Chun Loose,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25psh051-tea-quan-short-nam-1-jpg-4ix2.webp,441000,10s25psh051,brown,"S,M,L,XL","Mẫu quần short nam vải texture lưng chun form loose là dòng sản phẩm thời trang cao cấp, được đội ngũ thiết kế Routine chăm chút tỉ mỉ trong từng đường kim mũi chỉ, chú trọng đến từng chi tiết dù là nhỏ nhất.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25psh051-tea-quan-short-nam-1-jpg-4ix2.webp
dbM3KgGz3D,Quần Short Nam Denim Xanh Nhạt Form Loose,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25dps008-l-indigo-1-jpg-izkk.webp,441000,quan-short-denim-nam-loose-008,blue,"S,M,L,XL,XXL","Quần short nam denim xanh nhạt mang đến phong cách trẻ trung, thoải mái và phóng khoáng. Thiết kế cơ bản với gam màu xanh nhạt hiện đại, dễ dàng ứng dụng trong nhiều hoàn cảnh từ dạo phố, đi chơi đến các hoạt động ngoài trời.",36,1,https://media.routine.vn/1200x1500/prod/product/10s25dps008-l-indigo-1-jpg-izkk.webp
H3kp9EdgiN,Quần Short Denim Nam Navy Form Loose,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25dps005-d-indigo-2-jpg-r595.webp,471000,quan-short-denim-nam-loose-005,blue,"S,M,L,XL,XXL","Quần short denim nam form loose mang đến phong cách trẻ trung, thoải mái và dễ dàng phối đồ. Thiết kế tối giản nhưng vẫn tạo nét nam tính, năng động cho người mặc.",44,1,https://media.routine.vn/1200x1500/prod/product/10s25dps005-d-indigo-2-jpg-r595.webp
dNrpb5AeCq,Quần Short Nam Lưng Thun Cotton Poly Túi Khóa,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/media/10s25pks052-peyote-1-jpg-wtsx.webp,392000,quan-short-nam-lung-thun-cotton-poly-tui-khoa-052,brown,"S,M,L,XL","Mẫu quần short nam lưng chun túi khoá kéo loose là dòng sản phẩm thời trang cao cấp, được đội ngũ thiết kế Routine chăm chút tỉ mỉ trong từng đường kim mũi chỉ, chú trọng đến từng chi tiết dù là nhỏ nhất.",0,1,https://media.routine.vn/1200x1500/prod/media/10s25pks052-peyote-1-jpg-wtsx.webp
liJJVw6FAR,Quần Short Nữ Cotton Linen Xếp Ly Form Loose,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25pshw009-reseda-1-jpg-2ecy.webp,471000,quan-short-nu-xep-ly-loose-009,green,"XS,S,M,L","Quần short nữ xếp ly mang phong cách trẻ trung, hiện đại với điểm nhấn tinh tế ở phần ly xếp phía trước, tạo sự thanh lịch và tôn dáng. Đây là item dễ mặc, dễ phối, phù hợp cho cả đi làm lẫn đi chơi.",0,1,https://media.routine.vn/1200x1500/prod/variant/10s25pshw009-reseda-1-jpg-2ecy.webp
hBpnhTC4Tq,Quần Short Nữ Cotton Lưng Thun Thêu Chữ Form Relax,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25pksw003-off-white-1-jpg-t4b2.webp,343000,quan-short-nu-lung-thun-co-hinh-theu-relax-003,white,"XS,S,M,L","Quần short nữ lưng thun là item thoải mái và tiện dụng, phù hợp cho những ngày hè năng động. Thiết kế đơn giản, dễ mặc và dễ phối giúp bạn gái có thể kết hợp cùng nhiều kiểu áo khác nhau để tạo phong cách trẻ trung.",31,1,https://media.routine.vn/1200x1500/prod/variant/10s25pksw003-off-white-1-jpg-t4b2.webp
k0EMu31bd0,Quần Short Nữ Cotton Đứng Dáng Form Regular,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/product/10s25pshw001-tofu-1-jpg-gprd.webp,422000,quan-short-nu-straight-001,white,"XS,S,M,L","Quần short nữ đứng dáng mang phong cách thanh lịch và năng động, là lựa chọn hoàn hảo cho những ngày hè hoặc các hoạt động thường ngày. Thiết kế tối giản nhưng tinh tế, giúp tôn dáng và mang lại vẻ ngoài gọn gàng, trẻ trung. Sản phẩm dễ phối với áo thun, áo sơ mi hoặc áo croptop, phù hợp với nhiều phong cách khác nhau từ casual đến smart-casual.",50,1,https://media.routine.vn/1200x1500/prod/product/10s25pshw001-tofu-1-jpg-gprd.webp
b6MeFsC7yJ,Quần Short Nữ Xếp Ly Công Sở Form Loose,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/product/10f24pshw004-grey-melange-quan-short-nu-1-jpg-q3en.webp,441000,quan-short-xep-ly-trang-tri-loose-04,gray,"XS,S,M,L","Quần short nữ xếp ly công sở form loose mang phong cách thanh lịch nhưng vẫn trẻ trung, phù hợp mặc đi làm hay dạo phố. Thiết kế xếp ly tinh tế ở phía trước giúp tôn dáng và tạo điểm nhấn hiện đại.",0,1,https://media.routine.vn/1200x1500/prod/product/10f24pshw004-grey-melange-quan-short-nu-1-jpg-q3en.webp
Jf3Iqeb5Rn,Quần Short Nữ Ống Rộng Form Loose,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/product/10f24pshw002-black-quan-short-nu-1-jpg-qgjw.webp,441000,quan-short-nu-loose,black,"XS,S,M,L","Mẫu quần short nữ form loose là sản phẩm được thiết kế với nhiều form dáng và kiểu mẫu khác nhau, phù hợp với đa dạng dáng người.",0,1,https://media.routine.vn/1200x1500/prod/product/10f24pshw002-black-quan-short-nu-1-jpg-qgjw.webp
2YZgmXmkFC,Quần Tây Dài Nam Chất Đẹp Form Slim,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/variant/10s25pfo008-antarctica-1-jpg-6b46.webp,569000,quan-tay-dai-nam-slim-008,white,"S,M,L,XL,XXL","Quần tây dài nam form slim mang phong cách thanh lịch, hiện đại với dáng ôm vừa vặn, tôn dáng mà vẫn đảm bảo sự thoải mái. Thiết kế tối giản, dễ phối cùng áo sơ mi hoặc polo, phù hợp cho môi trường công sở, sự kiện hay đi chơi.",16,1,https://media.routine.vn/1200x1500/prod/variant/10s25pfo008-antarctica-1-jpg-6b46.webp
iGjhzoYXJR,Quần Tây Nam Thanh Lịch Tôn Dáng Form Slim,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/variant/10s25pfo012-navy-1-jpg-g601.webp,589000,quan-tay-dai-nam-slim-012,blue,"S,M,L,XL,XXL","Chiếc quần tây nam dài này là biểu tượng của sự tinh tế và đa năng, trở thành item ""linh hồn"" trong tủ quần áo của quý ông hiện đại, dễ dàng phối kể cả môi trường công sở nghiêm túc đến những buổi dạo phố cuối tuần.",0,1,https://media.routine.vn/1200x1500/prod/variant/10s25pfo012-navy-1-jpg-g601.webp
UcPycGjR9h,Quần Tây Nam Basic Nút Ẩn Co Giãn Nhẹ Form Slim,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25pfo002-black-1-jpg-f2kr.webp,569000,quan-tay-dai-nam-slim-002,black,"S,M,L,XL,XXL","Mẫu quần tây dài nam form slim là một trong những sản phẩm nổi bật tại Routine, item này được rất nhiều bạn trẻ yêu thích và lựa chọn trong nhiều dịp.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25pfo002-black-1-jpg-f2kr.webp
2GuTmBjq0k,Quần Tây Nam Nút Cài Giấu Form Slim,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25pfo005-black-1-jpg-daex.webp,490000,quan-tay-dai-nam-slim_005,black,"S,M,L,XL,XXL","Quần tây nam nút cài giấu form slim mang phong cách thanh lịch và tinh tế, phù hợp cho môi trường công sở, sự kiện hay những dịp cần sự chỉn chu. Thiết kế cài nút giấu mang lại vẻ ngoài gọn gàng, hiện đại và sang trọng.",42,1,https://media.routine.vn/1200x1500/prod/product/10s25pfo005-black-1-jpg-daex.webp
X7WAszGFbf,Quần Dài Nữ Vải Linen Cotton Xếp Ly Ống Rộng,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/product/10s25pcaw004-natural-1-jpg-0bc8.webp,638000,quan-dai-nu-xep-ly-wide-leg004,white,"XS,S,M,L","Quần dài nữ xếp ly ống rộng mang phong cách thanh lịch và hiện đại, là lựa chọn hoàn hảo cho những cô nàng yêu thích sự thoải mái nhưng vẫn muốn giữ nét tinh tế. Thiết kế xếp ly phía trước kết hợp với dáng ống rộng giúp tôn dáng, tạo hiệu ứng đôi chân thon dài và dễ dàng mix cùng nhiều kiểu áo khác nhau.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25pcaw004-natural-1-jpg-0bc8.webp
Psgdy5gMAJ,Áo Sơ Mi Nam Smart Shirt Tay Dài Kẻ Sọc Form Boxy,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/variant/10f25shl013-blue-1-jpg-0vo8.webp,540000,ao-so-mi-nam-smart-shirt-tay-dai-ke-soc-boxy-013,blue,"S,M,L","Mẫu áo sơ mi nam Smart Shirt tay dài kẻ sọc được thiết kế theo phong cách tối giản, tinh gọn nhưng vẫn toát lên sự hiện đại và cá tính. Đây là item dễ dàng phối hợp với nhiều trang phục khác nhau, giúp người mặc linh hoạt biến hóa từ phong cách thanh lịch đến trẻ trung, phóng khoáng.",0,1,https://media.routine.vn/1200x1500/prod/variant/10f25shl013-blue-1-jpg-0vo8.webp
